"teamShortName";"teamName";"city";"position";"firstName";"lastName";"nationality";"overall";"seasonsPlayed";"khlGamesPlayed";"contractType";"2025/2026";"2026/2027";"2027/2028";"2028/2029";"2029/2030";"playerId"
"DYN";"Динамо М";"Москва";"ПНП";"Игорь";"Мартынов";"Беларусь";"72";"7";"320";"односторонний";"23";"";"";"";"";"b8c9d0e1-f2a3-4b5c-8d6e-7f8a9b0c1d31"
"DYN";"Динамо М";"Москва";"ЦТР";"Андрей";"Никонов";"Россия";"70";"7";"192";"односторонний";"12";"";"";"";"";"e1f2a3b4-c5d6-4e7f-8a8b-0c1d2e3f4a90"
"DYN";"Динамо М";"Москва";"ПНП";"Артем";"Бондарь";"Россия";"68";"2";"9";"двухсторонний";"1";"1";"1";"";"";"added-player-bondar"
"DYN";"Динамо М";"Москва";"ПНП";"Даниил";"Прохоров";"Россия";"68";"1";"16";"трехсторонний";"0,5";"";"";"";"";"39000000-0000-4000-8000-000000000016"
"DYN";"Динамо М";"Москва";"ЗАЩ";"Марио";"Паталаха";"Россия";"67";"3";"75";"двухсторонний";"1";"";"";"";"";"39000000-0000-4000-8000-000000000015"
"DYN";"Динамо М";"Москва";"ВРТ";"Илья";"Подсуха";"Россия";"66";"0";"0";"двухсторонний";"0,5";"0,5";"";"";"";"goalie-player-ilya-podsukha"
"DYN";"Динамо М";"Москва";"ЗАЩ";"Роман";"Калиниченко";"Россия";"65";"5";"80";"двухсторонний";"1";"";"";"";"";"39000000-0000-4000-8000-000000000008"
"DMN";"Динамо Мн";"Минск";"ЗАЩ";"Тай";"Смит";"Канада";"81";"1";"65";"односторонний";"45";"";"";"";"";"4b000000-0000-4000-8000-000000000018"
"DMN";"Динамо Мн";"Минск";"ПНП";"Сэм";"Энэс";"США";"80";"3";"190";"односторонний";"50";"";"";"";"";"4b000000-0000-4000-8000-000000000025"
"DMN";"Динамо Мн";"Минск";"ВРТ";"Зак";"Фукале";"Канада";"79";"4";"138";"односторонний";"71";"71";"";"";"";"goalie-player-zach-fucale"
"DMN";"Динамо Мн";"Минск";"ЛНП";"Алекс";"Лимож";"США";"77";"1";"63";"односторонний";"45";"";"";"";"";"4b000000-0000-4000-8000-000000000012"
"DMN";"Динамо Мн";"Минск";"ЦТР";"Райан";"Спунер";"Канада";"77";"7";"346";"односторонний";"20";"";"";"";"";"4b000000-0000-4000-8000-000000000027"
"DMN";"Динамо Мн";"Минск";"ВРТ";"Василий";"Демченко";"Россия";"76";"12";"384";"односторонний";"35";"35";"";"";"";"goalie-player-vasily-demchenko"
"DMN";"Динамо Мн";"Минск";"ЗАЩ";"Николас";"Мелош";"Канада";"76";"3";"166";"односторонний";"36";"";"";"";"";"4b000000-0000-4000-8000-000000000014"
"DMN";"Динамо Мн";"Минск";"ПНП";"Николя";"Обе-Кюбель";"Канада";"76";"0";"0";"односторонний";"50";"50";"";"";"";"added-player-aube-kubel"
"DMN";"Динамо Мн";"Минск";"ЗАЩ";"Джошуа";"Брук";"Канада";"75";"2";"103";"односторонний";"35";"35";"";"";"";"4b000000-0000-4000-8000-000000000003"
"DMN";"Динамо Мн";"Минск";"ЦТР";"Кристофер";"Тирни";"Канада";"75";"1";"60";"односторонний";"36";"36";"36";"";"";"added-player-tierney"
"DMN";"Динамо Мн";"Минск";"ЗАЩ";"Ксавье";"Уэлле";"Канада";"75";"2";"111";"односторонний";"45";"45";"";"";"";"4b000000-0000-4000-8000-000000000021"
"DMN";"Динамо Мн";"Минск";"ПНП";"Станислав";"Галиев";"Россия";"75";"9";"468";"односторонний";"10";"";"";"";"";"4b000000-0000-4000-8000-000000000006"
"DMN";"Динамо Мн";"Минск";"ЦТР";"Даниил";"Липский";"Беларусь";"73";"3";"145";"двухсторонний";"2";"2";"2";"";"";"4b000000-0000-4000-8000-000000000013"
"DMN";"Динамо Мн";"Минск";"ЦТР";"Ретт";"Гарднер";"Канада";"73";"1";"58";"односторонний";"35";"45";"";"";"";"37000000-0000-4000-8000-000000000004"
"DMN";"Динамо Мн";"Минск";"ЛНП";"Илья";"Усов";"Беларусь";"72";"4";"206";"односторонний";"5";"32";"";"";"";"4b000000-0000-4000-8000-000000000020"
"DMN";"Динамо Мн";"Минск";"ЗАЩ";"Брэйди";"Лайл";"Канада";"71";"2";"110";"односторонний";"35";"35";"";"";"";"4b000000-0000-4000-8000-000000000011"
"DMN";"Динамо Мн";"Минск";"ЛНП";"Егор";"Бориков";"Беларусь";"71";"3";"162";"двухсторонний";"1";"";"";"";"";"4b000000-0000-4000-8000-000000000002"
"DMN";"Динамо Мн";"Минск";"ЛНП";"Даниил";"Сотишвили";"Беларусь";"70";"4";"147";"двухсторонний";"2";"2";"2";"";"";"4b000000-0000-4000-8000-000000000019"
"DMN";"Динамо Мн";"Минск";"ПНП";"Сергей";"Кузнецов";"Беларусь";"70";"5";"154";"двухсторонний";"5";"5";"5";"";"";"4b000000-0000-4000-8000-000000000010"
"DMN";"Динамо Мн";"Минск";"ПНП";"Никита";"Пышкайло";"Беларусь";"69";"5";"207";"двухсторонний";"3";"";"";"";"";"4b000000-0000-4000-8000-000000000016"
"DMN";"Динамо Мн";"Минск";"ВРТ";"Антон";"Круповец";"Беларусь";"68";"1";"1";"трехсторонний";"0,5";"0,5";"";"";"";"goalie-player-anton-krupovets"
"DMN";"Динамо Мн";"Минск";"ЛНП";"Вячеслав";"Грецкий";"Беларусь";"65";"5";"167";"двухсторонний";"2";"";"";"";"";"4b000000-0000-4000-8000-000000000007"
"DMN";"Динамо Мн";"Минск";"ЗАЩ";"Павел";"Воронов";"Беларусь";"65";"1";"5";"двухсторонний";"1";"";"";"";"";"4b000000-0000-4000-8000-000000000005"
"DMN";"Динамо Мн";"Минск";"ЛНП";"Николай";"Салыго";"Беларусь";"64";"2";"20";"трехсторонний";"1";"1,5";"";"";"";"4b000000-0000-4000-8000-000000000017"
"DMN";"Динамо Мн";"Минск";"ЦТР";"Богдан";"Белкин";"Беларусь";"59";"1";"27";"трехсторонний";"0,2";"0,2";"0,5";"0,5";"1";"4b000000-0000-4000-8000-000000000001"
"DMN";"Динамо Мн";"Минск";"ЗАЩ";"Даниил";"Криштофик";"Беларусь";"59";"1";"8";"трехсторонний";"0,2";"0,2";"0,5";"0,5";"1";"4b000000-0000-4000-8000-000000000009"
"CSK";"ЦСКА";"Москва";"ПНП";"Марат";"Хайруллин";"Россия";"80";"11";"540";"односторонний";"55";"";"";"";"";"ska-player-khairullin"
"CSK";"ЦСКА";"Москва";"ЗАЩ";"Джереми";"Рой";"Канада";"78";"4";"248";"односторонний";"50";"50";"";"";"";"37000000-0000-4000-8000-000000000017"
"CSK";"ЦСКА";"Москва";"ЛНП";"Дмитрий";"Бучельников";"Россия";"78";"4";"166";"односторонний";"22";"";"";"";"";"37000000-0000-4000-8000-000000000003"
"CSK";"ЦСКА";"Москва";"ЗАЩ";"Никита";"Нестеров";"Россия";"78";"10";"463";"односторонний";"50";"";"";"";"";"37000000-0000-4000-8000-000000000013"
"CSK";"ЦСКА";"Москва";"ЛНП";"Прохор";"Полтапов";"Россия";"78";"6";"258";"двухсторонний";"25";"30";"";"";"";"37000000-0000-4000-8000-000000000016"
"CSK";"ЦСКА";"Москва";"ЦТР";"Денис";"Зернов";"Россия";"77";"10";"532";"односторонний";"50";"65";"";"";"";"37000000-0000-4000-8000-000000000007"
"CSK";"ЦСКА";"Москва";"ЦТР";"Дерек";"Барак";"США";"77";"3";"186";"односторонний";"50";"";"";"";"";"33000000-0000-4000-8000-000000000001"
"CSK";"ЦСКА";"Москва";"ВРТ";"Дмитрий";"Гамзин";"Россия";"77";"5";"79";"односторонний";"20";"30";"40";"";"";"goalie-player-dmitry-gamzin"
"CSK";"ЦСКА";"Москва";"ПНП";"Николай";"Коваленко";"Россия";"77";"8";"351";"односторонний";"45";"60";"";"";"";"37000000-0000-4000-8000-000000000010"
"CSK";"ЦСКА";"Москва";"ЗАЩ";"Алекс";"Коттон";"Канада";"76";"1";"63";"односторонний";"25";"30";"30";"";"";"lada-player-cotton"
"CSK";"ЦСКА";"Москва";"ПНП";"Денис";"Гурьянов";"Россия";"76";"4";"168";"односторонний";"55";"";"";"";"";"37000000-0000-4000-8000-000000000023"
"CSK";"ЦСКА";"Москва";"ПНП";"Максим";"Мамин";"Россия";"76";"10";"483";"односторонний";"60";"60";"";"";"";"39000000-0000-4000-8000-000000000012"
"CSK";"ЦСКА";"Москва";"ЗАЩ";"Дмитрий";"Саморуков";"Россия";"75";"3";"121";"односторонний";"45";"50";"";"";"";"37000000-0000-4000-8000-000000000018"
"CSK";"ЦСКА";"Москва";"ЛНП";"Клим";"Костин";"Россия";"75";"3";"80";"односторонний";"15";"";"";"";"";"37000000-0000-4000-8000-000000000024"
"CSK";"ЦСКА";"Москва";"ЦТР";"Максим";"Соркин";"Россия";"75";"7";"332";"односторонний";"40";"45";"";"";"";"37000000-0000-4000-8000-000000000019"
"CSK";"ЦСКА";"Москва";"ЦТР";"Павел";"Карнаухов";"Россия";"75";"10";"445";"односторонний";"55";"65";"65";"65";"";"37000000-0000-4000-8000-000000000009"
"CSK";"ЦСКА";"Москва";"ПНП";"Иван";"Дроздов";"Беларусь";"74";"8";"379";"односторонний";"45";"45";"";"";"";"37000000-0000-4000-8000-000000000005"
"CSK";"ЦСКА";"Москва";"ЗАЩ";"Никита";"Охотюк";"Россия";"74";"2";"121";"односторонний";"45";"";"";"";"";"37000000-0000-4000-8000-000000000014"
"CSK";"ЦСКА";"Москва";"ЗАЩ";"Роберт";"Хэмилтон";"Канада";"74";"4";"219";"односторонний";"42";"";"";"";"";"4b000000-0000-4000-8000-000000000023"
"CSK";"ЦСКА";"Москва";"ВРТ";"Александр";"Самонов";"Россия";"72";"9";"235";"односторонний";"20";"20";"";"";"";"goalie-player-alexander-samonov"
"CSK";"ЦСКА";"Москва";"ЗАЩ";"Иван";"Патрихаев";"Россия";"72";"2";"73";"двухсторонний";"1";"";"";"";"";"37000000-0000-4000-8000-000000000015"
"CSK";"ЦСКА";"Москва";"ЦТР";"Данила";"Моисеев";"Россия";"70";"9";"307";"односторонний";"5";"";"";"";"";"37000000-0000-4000-8000-000000000025"
"CSK";"ЦСКА";"Москва";"ЛНП";"Олег";"Майстренко";"Россия";"68";"3";"30";"двухсторонний";"1";"1";"1";"";"";"37000000-0000-4000-8000-000000000011"
"CSK";"ЦСКА";"Москва";"ЛНП";"Алексей";"Чуркин";"Россия";"64";"2";"47";"двухсторонний";"2";"";"";"";"";"37000000-0000-4000-8000-000000000021"
"SYU";"Салават Юлаев";"Уфа";"ВРТ";"Семен";"Вязовой";"Россия";"79";"3";"83";"односторонний";"33";"33";"";"";"";"goalie-player-semyon-vyazovoy"
"SYU";"Салават Юлаев";"Уфа";"ПНП";"Шелдон";"Ремпал";"Канада";"79";"2";"93";"односторонний";"100";"";"";"";"";"31000000-0000-4000-8000-000000000016"
"SYU";"Салават Юлаев";"Уфа";"ЦТР";"Вадим";"Шипачев";"Россия";"77";"18";"951";"односторонний";"45";"";"";"";"";"4b000000-0000-4000-8000-000000000024"
"SYU";"Салават Юлаев";"Уфа";"ЦТР";"Джек";"Родуолд";"Канада";"77";"4";"232";"односторонний";"30";"";"";"";"";"31000000-0000-4000-8000-000000000017"
"SYU";"Салават Юлаев";"Уфа";"ЛНП";"Егор";"Сучков";"Россия";"76";"6";"203";"односторонний";"15";"15";"";"";"";"31000000-0000-4000-8000-000000000019"
"SYU";"Салават Юлаев";"Уфа";"ЛНП";"Девин";"Броссо";"Канада";"75";"4";"209";"односторонний";"29";"";"";"";"";"31000000-0000-4000-8000-000000000002"
"SYU";"Салават Юлаев";"Уфа";"ПНП";"Александр";"Жаровский";"Россия";"74";"2";"45";"трехсторонний";"3";"3";"";"";"";"31000000-0000-4000-8000-000000000008"
"SYU";"Салават Юлаев";"Уфа";"ЗАЩ";"Григорий";"Панин";"Россия";"73";"18";"788";"односторонний";"10";"";"";"";"";"31000000-0000-4000-8000-000000000014"
"SYU";"Салават Юлаев";"Уфа";"ЦТР";"Данил";"Алалыкин";"Россия";"73";"7";"242";"односторонний";"20";"";"";"";"";"31000000-0000-4000-8000-000000000001"
"SYU";"Салават Юлаев";"Уфа";"ЗАЩ";"Дин";"Стюарт";"Канада";"72";"2";"92";"односторонний";"30";"30";"";"";"";"31000000-0000-4000-8000-000000000018"
"SYU";"Салават Юлаев";"Уфа";"ЦТР";"Владислав";"Ефремов";"Россия";"71";"9";"411";"односторонний";"35";"";"";"";"";"31000000-0000-4000-8000-000000000007"
"SYU";"Салават Юлаев";"Уфа";"ЗАЩ";"Ярослав";"Цулыгин";"Россия";"71";"4";"182";"двухсторонний";"4";"";"";"";"";"31000000-0000-4000-8000-000000000022"
"SYU";"Салават Юлаев";"Уфа";"ЗАЩ";"Никита";"Зоркин";"Россия";"70";"6";"245";"односторонний";"24";"";"";"";"";"31000000-0000-4000-8000-000000000009"
"SYU";"Салават Юлаев";"Уфа";"ЗАЩ";"Евгений";"Кулик";"Россия";"69";"14";"597";"односторонний";"12";"";"";"";"";"31000000-0000-4000-8000-000000000013"
"SYU";"Салават Юлаев";"Уфа";"ЛНП";"Артём";"Горшков";"Россия";"68";"2";"94";"двухсторонний";"3";"3";"";"";"";"31000000-0000-4000-8000-000000000006"
"SYU";"Салават Юлаев";"Уфа";"ПНП";"Максим";"Кузнецов";"Россия";"68";"2";"53";"двухсторонний";"3";"";"";"";"";"31000000-0000-4000-8000-000000000011"
"SYU";"Салават Юлаев";"Уфа";"ЛНП";"Пётр";"Хохряков";"Россия";"68";"18";"678";"односторонний";"8";"";"";"";"";"31000000-0000-4000-8000-000000000021"
"SYU";"Салават Юлаев";"Уфа";"ВРТ";"Илья";"Коновалов";"Россия";"67";"7";"220";"односторонний";"17";"17";"";"";"";"goalie-player-ilya-konovalov"
"SYU";"Салават Юлаев";"Уфа";"ВРТ";"Ярослав";"Мозговой";"Россия";"67";"0";"0";"двухсторонний";"0,5";"0,5";"";"";"";"goalie-player-yaroslav-mozgovoy"
"SYU";"Салават Юлаев";"Уфа";"ЗАЩ";"Александр";"Комаров";"Россия";"62";"5";"125";"двухсторонний";"5";"";"";"";"";"31000000-0000-4000-8000-000000000010"
"SYU";"Салават Юлаев";"Уфа";"ЗАЩ";"Ильдан";"Газимов";"Россия";"61";"3";"84";"двухсторонний";"5";"";"";"";"";"31000000-0000-4000-8000-000000000005"
"SYU";"Салават Юлаев";"Уфа";"ЗАЩ";"Сергей";"Варлов";"Россия";"61";"5";"125";"двухсторонний";"6";"";"";"";"";"31000000-0000-4000-8000-000000000003"
"SEV";"Северсталь";"Череповец";"ЗАЩ";"Иоаннис";"Калдис";"Канада";"77";"3";"182";"односторонний";"40";"40";"";"";"";"severstal-player-kaldis"
"SEV";"Северсталь";"Череповец";"ЦТР";"Руслан";"Абросимов";"Россия";"77";"5";"265";"односторонний";"10";"10";"";"";"";"severstal-player-abrosimov"
"SEV";"Северсталь";"Череповец";"ПНП";"Адам";"Лишка";"Словакия";"76";"8";"432";"односторонний";"25";"";"";"";"";"severstal-player-liska"
"SEV";"Северсталь";"Череповец";"ЛНП";"Александр";"Скоренов";"Беларусь";"76";"4";"205";"односторонний";"17";"19";"";"";"";"severstal-player-skorenov"
"SEV";"Северсталь";"Череповец";"ПНП";"Денис";"Ян";"Россия";"76";"4";"200";"односторонний";"35";"";"";"";"";"31000000-0000-4000-8000-000000000023"
"SEV";"Северсталь";"Череповец";"ЗАЩ";"Владимир";"Грудинин";"Россия";"74";"5";"201";"двухсторонний";"17";"20";"";"";"";"severstal-player-grudinin"
"SEV";"Северсталь";"Череповец";"ПНП";"Давид";"Думбадзе";"Россия";"74";"6";"306";"односторонний";"2";"2";"";"";"";"severstal-player-dumbadze"
"SEV";"Северсталь";"Череповец";"ЛНП";"Семен";"Кизимов";"Россия";"74";"5";"117";"односторонний";"17";"";"";"";"";"c5d6e7f8-a9b0-1c2d-3e4f-5a6b7c8d9e0f"
"SEV";"Северсталь";"Череповец";"ЗАЩ";"Томас";"Грегуар";"Канада";"74";"1";"60";"односторонний";"40";"";"";"";"";"severstal-player-gregoire"
"SEV";"Северсталь";"Череповец";"ВРТ";"Александр";"Самойлов";"Россия";"73";"3";"109";"односторонний";"20";"20";"";"";"";"goalie-player-alexander-samoylov"
"SEV";"Северсталь";"Череповец";"ЦТР";"Илья";"Иванцов";"Россия";"73";"5";"234";"двухсторонний";"20";"";"";"";"";"severstal-player-ivantsov"
"SEV";"Северсталь";"Череповец";"ЛНП";"Данил";"Веряев";"Россия";"72";"9";"391";"односторонний";"4";"";"";"";"";"severstal-player-veryayev"
"SEV";"Северсталь";"Череповец";"ЦТР";"Иван";"Подшивалов";"Россия";"72";"5";"213";"двухсторонний";"2";"3";"";"";"";"severstal-player-podshivalov"
"SEV";"Северсталь";"Череповец";"ПНП";"Илья";"Квочко";"Россия";"72";"4";"50";"двухсторонний";"0,5";"0,5";"";"";"";"severstal-player-kvochko"
"SEV";"Северсталь";"Череповец";"ЗАЩ";"Тимофей";"Давыдов";"Россия";"72";"5";"189";"двухсторонний";"2";"3";"";"";"";"severstal-player-timofei-davydov"
"SEV";"Северсталь";"Череповец";"ЦТР";"Владислав";"Цицюра";"Россия";"71";"6";"213";"односторонний";"27";"";"";"";"";"severstal-player-tsitsyura"
"SEV";"Северсталь";"Череповец";"ПНП";"Илья";"Чефанов";"Россия";"71";"2";"55";"двухсторонний";"3";"3";"";"";"";"severstal-player-chefanov"
"SEV";"Северсталь";"Череповец";"ВРТ";"Константин";"Шостак";"Россия";"70";"5";"125";"двухсторонний";"5";"5";"";"";"";"goalie-player-konstantin-shostak"
"SEV";"Северсталь";"Череповец";"ЦТР";"Эмиль";"Пьянов";"Россия";"70";"3";"41";"двухсторонний";"0,5";"1";"";"";"";"severstal-player-emil-pyanov"
"SEV";"Северсталь";"Череповец";"ВРТ";"Всеволод";"Скотников";"Россия";"69";"3";"18";"двухсторонний";"1";"1";"1";"";"";"goalie-player-vsevolod-skotnikov"
"SEV";"Северсталь";"Череповец";"ПНП";"Илья";"Рейнгардт";"Россия";"69";"3";"104";"двухсторонний";"5";"";"";"";"";"severstal-player-reingardt"
"SEV";"Северсталь";"Череповец";"ЗАЩ";"Николай";"Буренов";"Россия";"69";"4";"178";"двухсторонний";"2";"2";"";"";"";"severstal-player-burenov"
"SEV";"Северсталь";"Череповец";"ЗАЩ";"Григорий";"Ващенко";"Россия";"68";"5";"108";"двухсторонний";"1";"";"";"";"";"severstal-player-vashchenko"
"SEV";"Северсталь";"Череповец";"ЗАЩ";"Артем";"Жуков";"Россия";"67";"3";"107";"двухсторонний";"6";"12";"";"";"";"severstal-player-zhukov"
"SEV";"Северсталь";"Череповец";"ЗАЩ";"Макар";"Фомин";"Россия";"67";"2";"50";"трехсторонний";"0,5";"1";"2";"";"";"severstal-player-fomin"
"SEV";"Северсталь";"Череповец";"ЛНП";"Даниил";"Казулаев";"Россия";"64";"1";"14";"трехсторонний";"0,5";"0,5";"0,5";"";"";"severstal-player-kazulayev"
"SEV";"Северсталь";"Череповец";"ПНП";"Иван";"Окунев";"Россия";"61";"1";"9";"трехсторонний";"0,5";"0,5";"0,5";"";"";"severstal-player-okunev"
"SIB";"Сибирь";"Новосибирск";"ЛНП";"Антон";"Косолапов";"Россия";"78";"3";"41";"односторонний";"7";"15";"25";"";"";"sib-player-kosolapov"
"SIB";"Сибирь";"Новосибирск";"ЗАЩ";"Егор";"Аланов";"Россия";"78";"8";"310";"односторонний";"20";"20";"";"";"";"sib-player-alanov"
"SIB";"Сибирь";"Новосибирск";"ПНП";"Тэйлор";"Бек";"Канада";"78";"10";"468";"односторонний";"35";"55";"";"";"";"sib-player-beck"
"SIB";"Сибирь";"Новосибирск";"ЗАЩ";"Иван";"Мищенко";"Россия";"77";"10";"494";"односторонний";"35";"";"";"";"";"amur-player-ivan-mischenko"
"SIB";"Сибирь";"Новосибирск";"ЦТР";"Евгений";"Кузнецов";"Россия";"76";"7";"272";"односторонний";"10";"";"";"";"";"31000000-0000-4000-8000-000000000012"
"SIB";"Сибирь";"Новосибирск";"ПНП";"Энди";"Андреофф";"Канада";"76";"4";"151";"односторонний";"30";"55";"";"";"";"sib-player-andreoff"
"SIB";"Сибирь";"Новосибирск";"ЦТР";"Андрей";"Локтионов";"Россия";"75";"12";"570";"односторонний";"14";"35";"";"";"";"sib-player-loktionov"
"SIB";"Сибирь";"Новосибирск";"ЗАЩ";"Максим";"Осипов";"Россия";"75";"13";"594";"односторонний";"35";"";"";"";"";"d6e7f8a9-b0c1-2d3e-4f5a-6b7c8d9e0f1a"
"SIB";"Сибирь";"Новосибирск";"ЦТР";"Михаил";"Абрамов";"Россия";"75";"3";"82";"односторонний";"16";"";"";"";"";"sib-player-mikhail-abramov"
"SIB";"Сибирь";"Новосибирск";"ЛНП";"Сергей";"Попов";"Россия";"75";"5";"240";"односторонний";"14";"";"";"";"";"sochi-player-sergei-popov"
"SIB";"Сибирь";"Новосибирск";"ЛНП";"Алексей";"Яковлев";"Россия";"74";"13";"355";"односторонний";"15";"15";"";"";"";"sib-player-alexei-yakovlev"
"SIB";"Сибирь";"Новосибирск";"ПНП";"Вячеслав";"Лещенко";"Россия";"74";"12";"543";"односторонний";"12";"";"";"";"";"sib-player-leshchenko"
"SIB";"Сибирь";"Новосибирск";"ЗАЩ";"Даррен";"Диц";"Канада";"74";"9";"454";"односторонний";"30";"";"";"";"";"4b000000-0000-4000-8000-000000000008"
"SIB";"Сибирь";"Новосибирск";"ЗАЩ";"Фёдор";"Гордеев";"Россия";"74";"4";"122";"односторонний";"20";"";"";"";"";"sib-player-gordeyev"
"SIB";"Сибирь";"Новосибирск";"ПНП";"Егор";"Коршков";"Россия";"73";"11";"494";"односторонний";"60";"";"";"";"";"d4e5f6a7-b8c9-4d0e-8f1a-2b3c4d5e6fc0"
"SIB";"Сибирь";"Новосибирск";"ЛНП";"Иван";"Воробьев";"Россия";"73";"4";"111";"двухсторонний";"1";"";"";"";"";"amur-player-ivan-vorobyov"
"SIB";"Сибирь";"Новосибирск";"ЛНП";"Илья";"Талалуев";"Россия";"73";"10";"306";"односторонний";"5";"10";"";"";"";"sib-player-talaluyev"
"SIB";"Сибирь";"Новосибирск";"ЛНП";"Илья";"Федотов";"Россия";"73";"7";"162";"односторонний";"6";"10";"";"";"";"sib-player-ilya-fedotov"
"SIB";"Сибирь";"Новосибирск";"ВРТ";"Михаил";"Бердин";"Россия";"73";"3";"123";"односторонний";"42";"42";"45";"";"";"goalie-player-mikhail-berdin"
"SIB";"Сибирь";"Новосибирск";"ЛНП";"Степан";"Никулин";"Россия";"73";"5";"205";"односторонний";"2";"";"";"";"";"lok-player-nikulin"
"SIB";"Сибирь";"Новосибирск";"ЗАЩ";"Андрей";"Чуркин";"Россия";"72";"6";"204";"односторонний";"17";"17";"";"";"";"sib-player-andrei-churkin"
"SIB";"Сибирь";"Новосибирск";"ЦТР";"Архип";"Неколенко";"Россия";"72";"11";"382";"односторонний";"35";"35";"";"";"";"sib-player-nekolenko"
"SIB";"Сибирь";"Новосибирск";"ЗАЩ";"Егор";"Зайцев";"Россия";"72";"10";"449";"односторонний";"13";"";"";"";"";"sib-player-yegor-zaitsev"
"SIB";"Сибирь";"Новосибирск";"ЛНП";"Максим";"Сушко";"Беларусь";"71";"6";"209";"односторонний";"4";"";"";"";"";"sib-player-sushko"
"SIB";"Сибирь";"Новосибирск";"ЗАЩ";"Михаил";"Орлов";"Россия";"71";"10";"446";"односторонний";"5";"5";"";"";"";"sib-player-mikhail-orlov"
"SIB";"Сибирь";"Новосибирск";"ВРТ";"Антон";"Красоткин";"Россия";"70";"9";"286";"односторонний";"42";"42";"42";"42";"";"goalie-player-anton-krasotkin"
"SIB";"Сибирь";"Новосибирск";"ЗАЩ";"Даниил";"Валитов";"Россия";"69";"7";"64";"двухсторонний";"1";"1";"";"";"";"sib-player-valitov"
"SIB";"Сибирь";"Новосибирск";"ПНП";"Александр";"Першаков";"Россия";"67";"3";"47";"трехсторонний";"0,5";"0,5";"0,5";"";"";"sib-player-pershakov"
"SIB";"Сибирь";"Новосибирск";"ЛНП";"Павел";"Ткаченко";"Россия";"67";"7";"100";"двухсторонний";"1";"1";"";"";"";"sib-player-tkachenko"
"SIB";"Сибирь";"Новосибирск";"ЗАЩ";"Никита";"Баклашев";"Россия";"65";"3";"74";"двухсторонний";"0,5";"0,5";"0,5";"";"";"sib-player-baklashyov"
"BAR";"Барыс";"Астана";"ЗАЩ";"Райли";"Уолш";"США";"77";"1";"68";"односторонний";"37";"45";"";"";"";"barys-player-walsh"
"BAR";"Барыс";"Астана";"ЗАЩ";"Чейз";"Приски";"США";"77";"1";"50";"односторонний";"47";"";"";"";"";"sib-player-priskie"
"BAR";"Барыс";"Астана";"ЦТР";"Тайс";"Томпсон";"США";"76";"1";"57";"односторонний";"30";"33";"";"";"";"barys-player-tyce-thompson"
"BAR";"Барыс";"Астана";"ЦТР";"Аркадий";"Шестаков";"Казахстан";"75";"8";"398";"односторонний";"36";"36";"";"";"";"admiral-player-shestakov"
"BAR";"Барыс";"Астана";"ЗАЩ";"Джейк";"Масси";"Канада";"75";"1";"67";"односторонний";"40";"45";"45";"";"";"barys-player-massie"
"BAR";"Барыс";"Астана";"ЛНП";"Кирилл";"Панюков";"Казахстан";"74";"9";"353";"односторонний";"20";"20";"";"";"";"barys-player-panyukov"
"BAR";"Барыс";"Астана";"ЗАЩ";"Логан";"Дэй";"США";"74";"2";"72";"односторонний";"40";"";"";"";"";"b5c6d7e8-f9a0-4b1c-8d2e-3f4a5b6c7d50"
"BAR";"Барыс";"Астана";"ЦТР";"Мэйсон";"Морелли";"США";"74";"1";"63";"односторонний";"30";"";"";"";"";"barys-player-morelli"
"BAR";"Барыс";"Астана";"ПНП";"Алихан";"Асетов";"Казахстан";"73";"9";"344";"односторонний";"20";"";"";"";"";"barys-player-asetov"
"BAR";"Барыс";"Астана";"ЦТР";"Всеволод";"Логвин";"Казахстан";"73";"3";"121";"двухсторонний";"1";"3";"6";"";"";"barys-player-logvin"
"BAR";"Барыс";"Астана";"ЛНП";"Динмухамед";"Кайыржан";"Казахстан";"73";"5";"202";"односторонний";"1";"2";"2";"";"";"barys-player-kaiyrzhan"
"BAR";"Барыс";"Астана";"ЛНП";"Кирилл";"Савицкий";"Казахстан";"72";"5";"253";"односторонний";"4";"";"";"";"";"barys-player-savitsky"
"BAR";"Барыс";"Астана";"ЛНП";"Макс";"Уиллман";"США";"72";"1";"44";"односторонний";"25";"";"";"";"";"barys-player-willman"
"BAR";"Барыс";"Астана";"ПНП";"Семен";"Симонов";"Казахстан";"72";"2";"87";"двухсторонний";"1";"2";"3";"";"";"barys-player-semyon-simonov"
"BAR";"Барыс";"Астана";"ЗАЩ";"Адиль";"Бекетаев";"Казахстан";"71";"5";"251";"односторонний";"10";"12";"";"";"";"barys-player-beketayev"
"BAR";"Барыс";"Астана";"ПНП";"Батырлан";"Муратов";"Казахстан";"71";"6";"115";"двухсторонний";"0,5";"";"";"";"";"barys-player-muratov"
"BAR";"Барыс";"Астана";"ЗАЩ";"Иэн";"Маккошен";"США";"71";"2";"127";"односторонний";"30";"";"";"";"";"barys-player-mccoshen"
"BAR";"Барыс";"Астана";"ЗАЩ";"Самат";"Данияр";"Казахстан";"70";"7";"283";"односторонний";"5";"5";"5";"";"";"barys-player-daniyar"
"BAR";"Барыс";"Астана";"ЦТР";"Алихан";"Омирбеков";"Казахстан";"69";"3";"179";"односторонний";"4";"4";"4";"";"";"barys-player-omirbekov"
"BAR";"Барыс";"Астана";"ПНП";"Кирилл";"Ляпунов";"Казахстан";"68";"2";"37";"двухсторонний";"1";"2";"";"";"";"barys-player-lyapunov"
